02, Datetime, GPU temperature     ,GPU usage           ,FB usage            ,Memory usage        ,Core clock          ,Memory clock        ,Power               ,CPU temperature     ,CPU usage           ,CPU clock           ,RAM usage           ,Framerate           ,Frametime           ,Framerate Min       ,Framerate Avg       ,Framerate Max       ,Framerate 1% Low    ,Fan speed 2         ,Fan tachometer 2
80, 24-02-2023 10:14:50, 55.000              ,55.000              ,13.000              ,3803.316            ,1935.000            ,7500.999            ,112.359             ,48.000              ,13.281              ,4299.999            ,6084.000            ,60.000              ,17.923              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1370.000            
80, 24-02-2023 10:14:51, 55.000              ,56.000              ,14.000              ,3803.316            ,1935.000            ,7500.999            ,112.739             ,45.000              ,12.760              ,4300.000            ,6086.000            ,60.100              ,17.556              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1368.000            
80, 24-02-2023 10:14:52, 55.000              ,56.000              ,12.000              ,4038.535            ,1935.000            ,7500.999            ,109.817             ,46.000              ,10.290              ,4300.000            ,6089.000            ,55.100              ,85.374              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1367.000            
80, 24-02-2023 10:14:53, 52.000              ,26.000              ,7.000               ,4171.973            ,1935.000            ,7500.999            ,78.777              ,47.000              ,11.871              ,4299.999            ,6087.000            ,59.300              ,43.867              ,0.100               ,42.900              ,2673.700            ,0.200               ,35.000              ,1366.000            
80, 24-02-2023 10:14:54, 51.000              ,25.000              ,7.000               ,4171.973            ,1402.000            ,7500.999            ,78.428              ,46.000              ,13.542              ,4299.999            ,6084.000            ,60.100              ,17.813              ,0.100               ,42.900              ,2673.700            ,0.200               ,34.000              ,1370.000            
80, 24-02-2023 10:14:55, 55.000              ,63.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,127.608             ,45.000              ,19.010              ,4299.999            ,6091.000            ,40.800              ,352.957             ,0.100               ,42.900              ,2673.700            ,0.200               ,34.000              ,1370.000            
80, 24-02-2023 10:14:56, 55.000              ,59.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,127.499             ,44.000              ,11.571              ,4299.999            ,6094.000            ,60.100              ,17.375              ,0.100               ,42.900              ,2673.700            ,0.200               ,34.000              ,1352.000            
80, 24-02-2023 10:14:57, 56.000              ,60.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,126.516             ,46.000              ,9.225               ,4300.000            ,6093.000            ,60.000              ,17.612              ,0.100               ,42.900              ,2673.700            ,0.200               ,33.000              ,1337.000            
80, 24-02-2023 10:14:58, 56.000              ,65.000              ,17.000              ,4632.410            ,1935.000            ,7500.999            ,129.133             ,45.000              ,8.073               ,4299.999            ,6092.000            ,60.300              ,17.294              ,0.100               ,42.900              ,2673.700            ,0.200               ,33.000              ,1334.000            
80, 24-02-2023 10:14:59, 56.000              ,65.000              ,17.000              ,4632.410            ,1935.000            ,7500.999            ,129.142             ,45.000              ,12.500              ,4299.999            ,6094.000            ,60.100              ,18.965              ,0.100               ,42.900              ,2673.700            ,0.200               ,33.000              ,1333.000            
80, 24-02-2023 10:15:00, 56.000              ,63.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,127.653             ,45.000              ,11.571              ,4299.999            ,6092.000            ,60.200              ,17.627              ,0.100               ,42.900              ,2673.700            ,0.200               ,33.000              ,1319.000            
80, 24-02-2023 10:15:01, 56.000              ,60.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,127.995             ,45.000              ,12.400              ,4299.999            ,6092.000            ,60.200              ,17.393              ,0.100               ,43.000              ,2673.700            ,0.200               ,33.000              ,1308.000            
80, 24-02-2023 10:15:02, 56.000              ,62.000              ,16.000              ,4632.410            ,1935.000            ,7500.999            ,127.384             ,45.000              ,8.594               ,4299.999            ,6088.000            ,60.100              ,29.720              ,0.100               ,43.000              ,2673.700            ,0.200               ,33.000              ,1299.000            
80, 24-02-2023 10:15:03, 56.000              ,65.000              ,17.000              ,4632.410            ,1935.000            ,7500.999            ,129.614             ,45.000              ,10.546              ,4299.999            ,6090.000            ,60.200              ,17.866              ,0.100               ,43.000              ,2673.700            ,0.200               ,33.000              ,1295.000            
80, 24-02-2023 10:15:04, 56.000              ,64.000              ,17.000              ,4632.410            ,1935.000            ,7500.999            ,128.969             ,45.000              ,9.225               ,4299.965            ,6088.000            ,60.100              ,18.485              ,0.100               ,43.000              ,2673.700            ,0.200               ,33.000              ,1292.000            
