02;Datetime;GPUtemperature;GPUusage;FBusage;Memoryusage;Coreclock;Memoryclock;Power;CPUtemperature;CPUusage;CPUclock;RAMusage;Framerate;Frametime;FramerateMin;FramerateAvg;FramerateMax;Framerate1%Low;Fanspeed2;Fantachometer2
80;24-02-202310:32:25;60.000;99.000;34.000;7147.465;1927.000;7500.999;159.575;48.000;36.748;4299.999;8004.000;51.800;20.693;0.100;43.300;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:26;60.000;99.000;34.000;7147.465;1927.000;7500.999;158.580;54.000;42.585;4299.999;8003.000;51.800;20.542;0.100;43.300;2673.700;0.200;30.000;1204.000
80;24-02-202310:32:27;60.000;99.000;33.000;7147.465;1927.000;7500.999;159.251;49.000;34.896;4299.999;8026.000;51.800;20.705;0.100;43.300;2673.700;0.200;30.000;1204.000
80;24-02-202310:32:28;60.000;99.000;34.000;7147.465;1927.000;7500.999;159.812;53.000;37.760;4299.999;8073.000;51.800;20.717;0.100;43.300;2673.700;0.200;30.000;1201.000
80;24-02-202310:32:29;60.000;99.000;34.000;7147.465;1927.000;7500.999;159.288;53.000;35.152;4300.000;8065.000;51.900;20.664;0.100;43.300;2673.700;0.200;30.000;1201.000
80;24-02-202310:32:30;60.000;99.000;33.000;7147.465;1927.000;7500.999;159.079;50.000;39.660;4299.998;8053.000;52.000;20.113;0.100;43.300;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:31;60.000;99.000;34.000;7147.465;1927.000;7500.999;160.735;52.000;31.771;4299.998;8115.000;52.100;20.363;0.100;43.300;2673.700;0.200;30.000;1203.000
80;24-02-202310:32:32;60.000;99.000;33.000;7147.465;1927.000;7500.999;160.073;55.000;36.198;4299.999;8117.000;52.100;20.581;0.100;43.300;2673.700;0.200;30.000;1202.000
80;24-02-202310:32:33;61.000;99.000;33.000;7147.465;1927.000;7500.999;159.980;54.000;32.813;4300.001;8090.000;52.000;20.428;0.100;43.400;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:34;60.000;99.000;33.000;7147.465;1927.000;7500.999;159.916;53.000;37.760;4299.999;8082.000;52.000;20.361;0.100;43.400;2673.700;0.200;30.000;1204.000
80;24-02-202310:32:35;61.000;99.000;33.000;7147.465;1927.000;7500.999;160.111;54.000;33.871;4299.999;8159.000;52.000;20.243;0.100;43.400;2673.700;0.200;30.000;1199.000
80;24-02-202310:32:36;61.000;99.000;33.000;7147.465;1927.000;7500.999;159.401;50.000;37.542;4299.999;8127.000;52.100;20.944;0.100;43.400;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:37;61.000;99.000;34.000;7147.465;1927.000;7500.999;159.207;52.000;37.240;4299.999;8110.000;52.000;20.125;0.100;43.400;2673.700;0.200;30.000;1205.000
80;24-02-202310:32:38;61.000;99.000;34.000;7147.465;1927.000;7500.999;159.768;56.000;39.583;4299.999;8066.000;52.100;20.328;0.100;43.400;2673.700;0.200;30.000;1206.000
